City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Andenes,NO,2020-04-17 03:32:46,69.31,16.12,33.8,77,100,12.75
305,San Andres,CO,2020-04-17 03:32:47,12.58,-81.7,82.4,74,20,10.29
306,Gornyy,RU,2020-04-17 03:32:47,55.12,83.91,42.53,73,0,2.93
307,Gagarin,RU,2020-04-17 03:32:47,55.55,35.0,32.58,87,100,13.09
308,Coahuayana,MX,2020-04-17 03:32:47,18.73,-103.68,74.82,53,0,2.08
309,Cochrane,CA,2020-04-17 03:30:47,51.18,-114.47,42.8,33,20,2.24
310,Grand Gaube,MU,2020-04-17 03:32:48,-20.01,57.66,77.0,83,40,13.87
311,Ajdabiya,LY,2020-04-17 03:32:48,30.76,20.23,59.7,54,5,8.05
312,Lata,PT,2020-04-17 03:32:48,40.16,-8.33,57.99,93,20,5.82
313,Cuamba,MZ,2020-04-17 03:32:49,-14.8,36.54,64.85,81,6,1.14
314,Sao Joao Da Barra,BR,2020-04-17 03:31:42,-21.64,-41.05,74.57,91,67,10.04
315,Palestine,PS,2020-04-17 03:32:49,31.92,35.2,60.8,82,40,3.36
316,Mahebourg,MU,2020-04-17 03:32:49,-20.41,57.7,77.0,83,40,13.87
317,Kirakira,SB,2020-04-17 03:32:49,-10.45,161.92,85.73,65,69,3.33
318,Fare,PF,2020-04-17 03:32:50,-16.7,-151.02,84.11,67,63,8.81
319,Vardo,NO,2020-04-17 03:32:50,70.37,31.11,33.8,84,75,20.8
320,Henties Bay,NA,2020-04-17 03:32:50,-22.12,14.28,55.99,90,0,3.85
321,Lasem,ID,2020-04-17 03:32:51,-6.69,111.45,85.06,72,26,3.98
322,Sioux Lookout,CA,2020-04-17 03:32:51,50.1,-91.92,26.6,57,20,3.36
323,Lusaka,ZM,2020-04-17 03:32:51,-15.41,28.29,64.4,82,0,4.7
324,Jurm,AF,2020-04-17 03:32:51,36.86,70.83,51.33,35,100,3.67
325,Bandundu,CD,2020-04-17 03:32:52,-3.32,17.37,73.63,86,100,2.01
326,Kharan,PK,2020-04-17 03:32:52,28.58,65.42,68.13,51,12,2.68
327,Mount Gambier,AU,2020-04-17 03:31:00,-37.83,140.77,59.0,72,90,16.11
328,Erdemli,TR,2020-04-17 03:32:52,36.6,34.31,63.54,50,0,7.92
329,Kimberley,ZA,2020-04-17 03:32:53,-28.73,24.76,44.6,81,0,4.7
330,Hasaki,JP,2020-04-17 03:32:21,35.73,140.83,59.0,58,75,3.36
331,Aswan,EG,2020-04-17 03:32:53,24.09,32.91,73.4,17,8,16.11
332,Sesimbra,PT,2020-04-17 03:32:53,38.44,-9.1,59.0,93,75,14.99
333,Neiafu,TO,2020-04-17 03:32:53,-18.65,-173.98,77.0,94,75,5.79
334,Antalaha,MG,2020-04-17 03:32:14,-14.9,50.28,76.39,82,55,11.34
335,Lagoa,PT,2020-04-17 03:32:54,39.05,-27.98,59.34,79,0,10.07
336,Ubaira,BR,2020-04-17 03:32:54,-13.27,-39.66,69.57,86,26,2.46
337,Dakar,SN,2020-04-17 03:28:02,14.69,-17.44,69.96,81,17,20.6
338,Nouakchott,MR,2020-04-17 03:29:15,18.09,-15.98,66.38,80,48,14.41
339,Dombarovskiy,RU,2020-04-17 03:32:55,50.76,59.54,39.81,79,100,3.44
340,Shimoda,JP,2020-04-17 03:32:55,34.67,138.95,57.2,67,75,13.87
341,Caravelas,BR,2020-04-17 03:32:56,-17.71,-39.25,77.52,87,10,6.06
342,Buraydah,SA,2020-04-17 03:30:38,26.33,43.98,62.6,51,1,5.82
343,Buchanan,LR,2020-04-17 03:32:56,5.88,-10.05,80.69,88,48,6.2
344,Desaguadero,PE,2020-04-17 03:32:56,-16.57,-69.04,41.58,24,10,6.78
345,Fairbanks,US,2020-04-17 03:30:02,64.84,-147.72,45.0,70,40,9.17
346,Hargeysa,SO,2020-04-17 03:32:57,9.56,44.06,70.72,56,88,5.75
347,Goundi,TD,2020-04-17 03:32:57,9.36,17.37,81.68,13,4,4.0
348,Maniitsoq,GL,2020-04-17 03:32:57,65.42,-52.9,27.5,95,100,18.43
349,Yaan,NG,2020-04-17 03:32:57,7.38,8.57,81.5,72,99,12.71
350,Sao Felix Do Xingu,BR,2020-04-17 03:32:58,-6.64,-51.99,71.51,91,37,1.25
351,Guerrero Negro,MX,2020-04-17 03:32:33,27.98,-114.06,65.55,56,59,13.24
352,Ostrovnoy,RU,2020-04-17 03:31:56,68.05,39.51,30.94,96,92,16.28
353,Asyut,EG,2020-04-17 03:32:58,27.18,31.18,59.0,67,5,11.41
354,Airai,TL,2020-04-17 03:32:59,-8.93,125.41,73.44,53,0,3.4
355,Sisimiut,GL,2020-04-17 03:31:44,66.94,-53.67,26.38,90,99,7.49
356,Carnarvon,AU,2020-04-17 03:32:59,-24.87,113.63,95.0,26,89,8.05
357,Petatlan,MX,2020-04-17 03:32:59,17.52,-101.27,79.81,50,0,3.4
358,Taoudenni,ML,2020-04-17 03:32:37,22.68,-3.98,89.85,22,96,8.1
359,Kathmandu,NP,2020-04-17 03:29:04,27.72,85.32,69.8,83,40,3.36
360,Letlhakeng,BW,2020-04-17 03:33:00,-24.09,25.03,59.76,20,0,8.52
361,Namibe,AO,2020-04-17 03:33:00,-15.2,12.15,73.67,66,0,8.21
362,Werda,BW,2020-04-17 03:33:00,-25.27,23.28,58.57,23,10,11.3
363,Golovchino,RU,2020-04-17 03:33:01,50.53,35.8,41.0,65,40,11.18
364,Dhidhdhoo,MV,2020-04-17 03:33:01,6.88,73.1,85.75,65,98,7.96
365,Luz,BR,2020-04-17 03:33:01,-19.8,-45.69,65.97,71,69,2.15
366,Denpasar,ID,2020-04-17 03:29:26,-8.65,115.22,87.8,89,20,13.87
367,Dandong,CN,2020-04-17 03:33:02,40.13,124.39,51.35,82,100,15.48
368,Beloha,MG,2020-04-17 03:33:02,-25.17,45.05,72.09,69,2,5.55
369,Grove City,US,2020-04-17 03:33:03,39.88,-83.09,42.01,55,1,5.97
370,Lebowakgomo,ZA,2020-04-17 03:33:03,-24.2,29.5,60.8,66,4,3.36
371,Nanortalik,GL,2020-04-17 03:33:03,60.14,-45.24,30.63,97,100,17.09
372,Kavaratti,IN,2020-04-17 03:33:04,10.57,72.64,87.8,70,20,4.7
373,Mutoko,ZW,2020-04-17 03:33:04,-17.4,32.23,61.18,72,2,3.31
374,Kpandu,GH,2020-04-17 03:33:04,7.0,0.29,78.84,80,30,3.2
375,Eregli,TR,2020-04-17 03:33:05,37.51,34.05,45.05,55,0,5.95
376,Salisbury,GB,2020-04-17 03:33:05,51.07,-1.8,52.0,76,41,13.87
377,Corn Island,NI,2020-04-17 03:33:05,12.17,-83.04,81.81,75,0,14.29
378,Soe,ID,2020-04-17 03:33:05,-9.86,124.28,79.3,61,3,6.46
379,Nijar,ES,2020-04-17 03:33:05,36.97,-2.21,62.01,87,100,4.7
380,College,US,2020-04-17 03:33:06,64.86,-147.8,44.6,81,75,8.05
381,Searcy,US,2020-04-17 03:33:05,35.25,-91.74,59.0,58,1,6.93
382,Longyearbyen,SJ,2020-04-17 03:33:06,78.22,15.64,26.6,79,75,5.82
383,Olafsvik,IS,2020-04-17 03:33:06,64.89,-23.71,42.6,93,100,18.32
384,Patiya,BD,2020-04-17 03:33:06,22.29,91.98,86.0,74,75,11.41
385,Udachnyy,RU,2020-04-17 03:32:19,66.42,112.4,8.6,60,78,4.47
386,Boden,SE,2020-04-17 03:33:07,65.83,21.69,30.2,68,4,18.34
387,Comodoro Rivadavia,AR,2020-04-17 03:32:20,-45.87,-67.5,71.6,56,54,26.4
388,Yakima,US,2020-04-17 03:29:45,46.47,-120.67,57.99,22,1,4.7
389,Daru,PG,2020-04-17 03:33:08,-9.08,143.21,86.0,65,69,5.35
390,Carutapera,BR,2020-04-17 03:33:08,-1.2,-46.02,79.25,81,68,3.69
391,Dekar,BW,2020-04-17 03:33:08,-21.53,21.93,65.48,28,9,3.42
392,Avera,US,2020-04-17 03:33:08,33.19,-82.53,51.8,76,1,5.3
393,Bonthe,SL,2020-04-17 03:32:54,7.53,-12.51,80.35,84,46,8.95
394,Ouadda,CF,2020-04-17 03:33:09,8.08,22.4,69.85,15,62,2.95
395,Porto Santo,PT,2020-04-17 03:33:09,33.07,-16.34,60.8,82,40,9.17
396,Saint-Augustin,CA,2020-04-17 03:33:09,51.23,-58.65,23.81,90,77,8.93
397,Inta,RU,2020-04-17 03:33:10,66.03,60.17,34.5,94,100,6.8
398,Cullen,GB,2020-04-17 03:33:10,57.69,-2.82,41.0,79,9,3.36
399,Carora,VE,2020-04-17 03:33:10,10.18,-70.08,76.19,57,9,2.91
400,Alindao,CF,2020-04-17 03:33:10,5.03,21.21,74.03,47,2,2.21
401,Egvekinot,RU,2020-04-17 03:33:10,66.32,-179.17,18.86,92,99,13.29
402,Georgiyevskoye,RU,2020-04-17 03:33:11,58.73,45.02,33.48,89,100,3.24
403,Najran,SA,2020-04-17 03:33:11,17.49,44.13,69.8,88,75,4.7
404,Khuzhir,RU,2020-04-17 03:33:11,53.19,107.34,39.9,58,23,4.29
405,Pineville,US,2020-04-17 03:33:12,31.32,-92.43,57.99,58,1,3.36
406,Taveta,KE,2020-04-17 03:33:12,-3.4,37.67,68.0,100,75,4.76
407,Butwal,NP,2020-04-17 03:31:13,27.7,83.45,85.1,36,67,8.63
408,Bayir,TR,2020-04-17 03:33:12,37.27,28.22,46.4,93,0,6.93
409,Kirensk,RU,2020-04-17 03:33:12,57.79,108.11,38.48,68,99,8.46
410,Peniche,PT,2020-04-17 03:33:07,39.36,-9.38,59.0,93,20,5.82
411,Flin Flon,CA,2020-04-17 03:33:13,54.77,-101.86,22.82,94,35,4.92
412,Kiama,AU,2020-04-17 03:33:13,-34.68,150.87,77.0,27,0,19.46
413,Olkhovka,RU,2020-04-17 03:33:13,53.21,60.61,39.94,70,100,10.47
414,Ozernovskiy,RU,2020-04-17 03:33:14,51.5,156.52,30.31,96,100,11.61
415,La Ronge,CA,2020-04-17 03:32:27,55.1,-105.28,35.6,47,20,5.82
416,Cockburn Town,TC,2020-04-17 03:32:44,21.46,-71.14,79.0,79,43,12.55
417,Riihimaki,FI,2020-04-17 03:33:15,60.74,24.78,34.0,96,20,12.75
418,Yerbogachen,RU,2020-04-17 03:32:59,61.28,108.01,28.49,84,45,12.48
419,Libreville,GA,2020-04-17 03:31:35,0.39,9.45,73.4,100,40,3.36
420,Coquimbo,CL,2020-04-17 03:33:15,-29.95,-71.34,57.2,87,6,5.82
421,Parabel,RU,2020-04-17 03:33:16,58.7,81.48,41.47,82,42,3.04
422,Lasa,IT,2020-04-17 03:33:16,46.62,10.7,46.0,86,5,3.36
423,Wagrowiec,PL,2020-04-17 03:33:16,52.81,17.2,42.01,93,30,2.24
424,Roald,NO,2020-04-17 03:33:00,62.58,6.13,41.0,60,93,9.17
425,Cayenne,GF,2020-04-17 03:30:05,4.93,-52.33,77.0,100,90,7.65
426,Norman Wells,CA,2020-04-17 03:32:23,65.28,-126.83,42.8,70,75,21.92
427,Baykit,RU,2020-04-17 03:33:18,61.67,96.37,38.71,83,70,1.88
428,Nara,JP,2020-04-17 03:30:45,34.69,135.8,70.0,40,75,6.93
429,Aloleng,PH,2020-04-17 03:33:18,16.13,119.78,86.92,60,56,5.08
430,Paris,FR,2020-04-17 03:32:14,48.85,2.35,59.0,72,83,5.82
431,Cody,US,2020-04-17 03:32:01,44.53,-109.06,32.0,49,1,3.36
432,Codajas,BR,2020-04-17 03:33:19,-3.84,-62.06,73.78,95,33,1.07
433,Ambulu,ID,2020-04-17 03:30:13,-8.35,113.61,84.36,72,27,1.52
434,Lewistown,US,2020-04-17 03:33:19,40.6,-77.57,34.0,59,90,4.7
435,Port Hedland,AU,2020-04-17 03:33:20,-20.32,118.57,100.4,27,95,8.05
436,Dunedin,NZ,2020-04-17 03:28:34,-45.87,170.5,48.0,90,100,16.46
437,Naze,JP,2020-04-17 03:32:20,28.37,129.48,75.2,57,40,13.87
438,Kloulklubed,PW,2020-04-17 03:32:53,7.04,134.26,84.2,79,75,9.17
439,Ayr,GB,2020-04-17 03:33:21,55.46,-4.63,44.6,80,40,10.29
440,Begoro,GH,2020-04-17 03:32:07,6.39,-0.38,74.01,85,29,6.67
441,Sechura,PE,2020-04-17 03:33:21,-5.56,-80.82,74.14,72,39,14.0
442,Nipawin,CA,2020-04-17 03:33:21,53.37,-104.0,26.6,79,1,12.75
443,Khunti,IN,2020-04-17 03:33:21,23.08,85.28,86.0,45,14,5.82
444,Pahrump,US,2020-04-17 03:33:22,36.21,-115.98,71.01,24,1,3.13
445,Coihueco,CL,2020-04-17 03:33:22,-36.62,-71.83,51.8,66,9,2.24
446,Qunduz,AF,2020-04-17 03:33:22,36.73,68.86,64.42,52,100,2.95
447,Huainan,CN,2020-04-17 03:33:23,32.63,117.0,66.47,54,100,5.7
448,Vostok,RU,2020-04-17 03:29:05,46.49,135.88,52.7,30,0,5.95
449,Ganzhou,CN,2020-04-17 03:33:24,28.82,115.43,76.84,68,44,1.95
450,Sterling,US,2020-04-17 03:33:24,39.01,-77.43,41.0,55,20,3.36
451,Mamallapuram,IN,2020-04-17 03:33:24,12.63,80.17,86.0,74,20,8.05
452,Palmer,US,2020-04-17 03:33:25,42.16,-72.33,37.0,47,1,6.93
453,Fortuna,US,2020-04-17 03:31:16,40.6,-124.16,60.01,100,1,3.36
454,Kayerkan,RU,2020-04-17 03:33:25,69.35,87.76,26.6,68,97,11.18
455,Numan,NG,2020-04-17 03:33:25,9.47,12.03,82.78,13,2,0.78
456,Kyshtovka,RU,2020-04-17 03:33:26,56.55,76.63,48.16,74,95,6.35
457,Ukiah,US,2020-04-17 03:33:26,39.15,-123.21,60.01,83,17,1.19
458,Bathsheba,BB,2020-04-17 03:33:26,13.22,-59.52,78.8,74,40,16.11
459,Anloga,GH,2020-04-17 03:33:26,5.79,0.9,84.2,83,20,12.75
460,Ajaccio,FR,2020-04-17 03:33:27,42.0,8.92,57.2,87,71,5.82
461,Narsaq,GL,2020-04-17 03:32:58,60.92,-46.05,29.28,96,100,5.17
462,Kovur,IN,2020-04-17 03:33:27,14.48,79.98,88.38,54,0,12.68
463,Nome,US,2020-04-17 03:32:21,64.5,-165.41,35.01,100,90,13.87
464,Manosque,FR,2020-04-17 03:33:28,43.83,5.79,51.01,75,91,2.24
465,Amuntai,ID,2020-04-17 03:33:28,-2.42,115.25,91.45,53,14,3.74
466,Barra Dos Coqueiros,BR,2020-04-17 03:33:28,-10.91,-37.04,80.26,80,4,6.4
467,Elko,US,2020-04-17 03:33:29,41.0,-115.5,44.6,36,20,9.17
468,Husavik,IS,2020-04-17 03:33:10,66.04,-17.34,39.2,83,40,40.26
469,Talcahuano,CL,2020-04-17 03:33:29,-36.72,-73.12,57.2,93,90,2.24
470,Jaumave,MX,2020-04-17 03:33:29,23.42,-99.38,70.0,69,100,1.99
471,Mogadishu,SO,2020-04-17 03:33:30,2.04,45.34,83.39,77,86,10.18
472,Shangrao,CN,2020-04-17 03:31:05,28.45,117.97,81.1,49,27,3.89
473,Tenamaxtlan,MX,2020-04-17 03:33:30,20.22,-104.17,68.0,45,23,1.99
474,Rawson,AR,2020-04-17 03:33:30,-43.3,-65.1,72.23,46,100,16.06
475,Hambantota,LK,2020-04-17 03:33:31,6.12,81.12,82.9,75,26,3.49
476,Puerto Madryn,AR,2020-04-17 03:33:31,-42.77,-65.04,75.31,35,100,12.84
477,Adwa,ET,2020-04-17 03:33:31,14.16,38.9,60.96,33,0,1.72
478,Chimoio,MZ,2020-04-17 03:33:32,-19.12,33.48,69.8,100,75,1.77
479,Kununurra,AU,2020-04-17 03:33:32,-15.77,128.73,95.0,41,57,4.7
480,Verkhnevilyuysk,RU,2020-04-17 03:33:32,63.45,120.32,15.6,82,4,9.51
481,Sao Francisco,BR,2020-04-17 03:33:32,-15.95,-44.86,69.71,81,46,2.42
482,Abu Dhabi,AE,2020-04-17 03:32:36,24.47,54.37,75.99,83,20,4.7
483,Brae,GB,2020-04-17 03:33:33,60.4,-1.35,37.4,86,0,4.7
484,Bagotville,AU,2020-04-17 03:33:33,-28.98,153.42,91.4,35,27,11.41
485,Praia,CV,2020-04-17 03:33:33,14.92,-23.51,69.67,80,80,12.84
486,Boyolangu,ID,2020-04-17 03:33:33,-8.12,111.89,85.66,68,13,4.12
487,Richards Bay,ZA,2020-04-17 03:33:34,-28.78,32.04,66.88,85,5,5.3
488,Kula,TR,2020-04-17 03:33:34,38.55,28.65,42.49,55,0,3.33
489,Sitangkai,PH,2020-04-17 03:33:34,4.66,119.39,84.22,70,65,5.66
490,Maldonado,UY,2020-04-17 03:30:26,-34.67,-54.92,60.8,93,20,3.36
491,Seabra,BR,2020-04-17 03:31:33,-12.42,-41.77,71.6,94,10,4.7
492,Hervey Bay,AU,2020-04-17 03:33:35,-25.3,152.85,86.0,51,0,11.41
493,Biak,ID,2020-04-17 03:32:50,-0.91,122.88,84.07,68,22,2.57
494,Gat,IL,2020-04-17 03:32:47,31.61,34.76,60.8,82,40,3.36
495,Jalu,LY,2020-04-17 03:33:35,29.03,21.55,61.77,51,1,8.05
496,Broome,US,2020-04-17 03:33:36,42.25,-75.83,30.2,50,40,6.93
497,Kieta,PG,2020-04-17 03:32:09,-6.22,155.63,76.96,88,100,2.48
498,Kawalu,ID,2020-04-17 03:33:36,-7.38,108.21,88.84,50,11,1.99
499,Madawaska,US,2020-04-17 03:33:37,47.36,-68.33,28.4,50,1,5.82
500,Davila,PH,2020-04-17 03:33:22,18.47,120.58,86.0,79,75,8.05
501,Moose Factory,CA,2020-04-17 03:33:37,51.26,-80.61,19.4,67,90,6.93
502,Caconda,AO,2020-04-17 03:33:37,-13.73,15.07,58.64,58,4,2.33
503,Te Anau,NZ,2020-04-17 03:33:37,-45.42,167.72,58.59,60,15,5.75
504,Hamilton,US,2020-04-17 03:33:37,39.18,-84.53,45.0,52,40,2.91
505,Gamba,GA,2020-04-17 03:33:38,-2.65,10.0,77.92,90,100,4.76
506,Bilibino,RU,2020-04-17 03:33:38,68.05,166.44,16.12,87,100,4.59
507,Maryville,US,2020-04-17 03:33:38,35.76,-83.97,50.0,57,1,3.36
508,Aklavik,CA,2020-04-17 03:33:39,68.22,-135.01,26.6,79,90,13.87
509,Aleksandrovskoye,RU,2020-04-17 03:33:39,44.71,43.0,28.4,92,32,4.47
510,Hanna,CA,2020-04-17 03:33:39,51.63,-111.9,34.0,66,9,5.01
511,Teguldet,RU,2020-04-17 03:33:39,57.31,88.17,38.62,81,75,4.32
512,Byron Bay,AU,2020-04-17 03:33:39,-28.65,153.62,91.4,35,8,11.41
513,Rosarito,MX,2020-04-17 03:33:40,32.33,-117.03,64.4,77,20,4.7
514,San Carlos De Bariloche,AR,2020-04-17 03:33:40,-41.15,-71.31,59.0,67,75,17.22
515,Sur,OM,2020-04-17 03:33:41,22.57,59.53,79.16,71,0,6.6
516,Oistins,BB,2020-04-17 03:33:41,13.07,-59.53,78.8,74,40,16.11
517,Tual,ID,2020-04-17 03:33:42,-5.67,132.75,82.99,74,81,7.52
518,Yonibana,SL,2020-04-17 03:33:42,8.44,-12.24,77.83,83,1,2.26
519,Asau,RO,2020-04-17 03:33:21,46.43,26.4,41.0,75,88,3.36
520,Tornio,FI,2020-04-17 03:33:42,65.85,24.15,30.2,68,75,14.99
521,Orange Cove,US,2020-04-17 03:33:01,36.62,-119.31,75.2,43,100,1.03
522,Ulladulla,AU,2020-04-17 03:33:43,-35.35,150.47,75.2,27,3,19.46
523,Springbok,ZA,2020-04-17 03:33:43,-29.66,17.89,49.55,39,0,5.41
524,Rimouski,CA,2020-04-17 03:33:43,48.45,-68.52,32.0,91,5,12.75
525,Puerto Cabezas,NI,2020-04-17 03:33:44,14.04,-83.39,77.23,85,3,6.06
526,Roma,US,2020-04-17 03:29:53,43.21,-75.46,33.01,86,75,3.36
527,North Bend,US,2020-04-17 03:33:44,43.41,-124.22,66.2,67,1,8.05
528,Awjilah,LY,2020-04-17 03:33:44,29.11,21.29,61.32,52,3,7.23
529,Toktogul,KG,2020-04-17 03:33:45,41.87,72.94,53.91,29,6,1.21
530,Berea,US,2020-04-17 03:33:45,41.37,-81.85,39.99,69,75,3.36
531,Worland,US,2020-04-17 03:33:45,44.02,-107.96,33.8,79,1,9.17
532,Sobolevo,RU,2020-04-17 03:33:46,54.43,31.9,32.76,87,72,11.7
533,Freeport,US,2020-04-17 03:28:59,40.66,-73.58,42.01,51,20,23.04
534,Kalmunai,LK,2020-04-17 03:31:27,7.42,81.82,84.9,70,72,5.77
535,Sovetskiy,RU,2020-04-17 03:33:46,61.36,63.58,42.08,91,100,7.74
536,Hami,CN,2020-04-17 03:33:47,42.8,93.45,70.93,17,100,6.64
537,Cam Ranh,VN,2020-04-17 03:33:47,11.92,109.16,87.8,62,20,6.93
538,Changping,CN,2020-04-17 03:33:47,40.22,116.22,69.01,31,0,15.66
539,Belyy Yar,RU,2020-04-17 03:33:48,53.6,91.39,44.6,56,40,15.66
540,Birin,NP,2020-04-17 03:33:48,26.89,88.07,63.86,46,79,3.69
541,Fasa,IR,2020-04-17 03:33:48,28.94,53.65,46.4,93,0,4.7
542,Sitka,US,2020-04-17 03:33:04,57.05,-135.33,44.6,93,90,4.7
543,Goure,NE,2020-04-17 03:33:48,13.98,10.27,75.02,15,0,7.34
544,Nhulunbuy,AU,2020-04-17 03:33:49,-12.23,136.77,87.8,62,40,9.17
545,Ust-Kut,RU,2020-04-17 03:33:49,56.79,105.77,41.94,75,100,3.22
546,Kamenka,RU,2020-04-17 03:32:34,51.32,42.77,42.01,83,63,11.01
547,Bonavista,CA,2020-04-17 03:33:49,48.65,-53.11,28.99,68,35,15.99
548,Rafsanjan,IR,2020-04-17 03:29:05,30.41,55.99,57.0,37,0,2.06
549,Cururupu,BR,2020-04-17 03:33:50,-1.83,-44.87,77.27,86,86,2.51
550,Puerto Escondido,MX,2020-04-17 03:33:50,15.85,-97.07,79.16,74,35,3.44
551,Berlevag,NO,2020-04-17 03:33:13,70.86,29.09,37.4,85,75,19.46
552,San Patricio,MX,2020-04-17 03:32:17,19.22,-104.7,74.59,58,11,3.96
553,Gorom-Gorom,BF,2020-04-17 03:33:51,14.44,-0.24,83.62,13,2,9.84
554,Itarema,BR,2020-04-17 03:33:51,-2.92,-39.92,77.58,88,69,6.08
555,Ahipara,NZ,2020-04-17 03:33:52,-35.17,173.17,66.65,87,91,19.22
556,Saint-Pierre,RE,2020-04-17 03:32:23,-21.34,55.48,73.4,73,9,8.05
557,Aksarayskiy,RU,2020-04-17 03:33:23,46.79,48.01,44.6,63,0,15.66
558,Marsa Matruh,EG,2020-04-17 03:33:52,31.35,27.25,59.0,72,40,9.17
559,Ahmadpur East,PK,2020-04-17 03:33:52,29.14,71.26,89.78,22,79,6.51
560,Okakarara,NA,2020-04-17 03:33:53,-20.58,17.43,64.0,17,0,3.67
561,Upanema,BR,2020-04-17 03:33:53,-5.64,-37.26,76.75,86,80,3.33
562,Waslala,NI,2020-04-17 03:33:53,13.23,-85.38,71.37,71,0,2.62
563,Toccoa,US,2020-04-17 03:33:53,34.58,-83.33,53.6,66,1,3.89
564,Nagaur,IN,2020-04-17 03:33:53,27.2,73.73,90.09,19,63,8.03
565,Tongling,CN,2020-04-17 03:33:54,30.95,117.78,72.34,66,66,3.49
